id	name
13247	Atlanta-Sandy Springs-Marietta, GA
13255	Atlanta-Sandy Springs-Marietta, GA
13273	Albany, GA
13289	Macon, GA
13295	Chattanooga, TN-GA
13297	Atlanta-Sandy Springs-Marietta, GA
13313	Dalton, GA
13321	Albany, GA
15003	Honolulu, HI
16001	Boise City-Nampa, ID
16005	Pocatello, ID
16015	Boise City-Nampa, ID
16019	Idaho Falls, ID
16027	Boise City-Nampa, ID
16041	Logan, UT-ID
16045	Boise City-Nampa, ID
16051	Idaho Falls, ID
16055	Coeur d'Alene, ID
16069	Lewiston, ID-WA
16073	Boise City-Nampa, ID
16077	Pocatello, ID
17003	Cape Girardeau-Jackson, MO-IL
17005	St. Louis, MO-IL
17007	Rockford, IL
17013	St. Louis, MO-IL
17019	Champaign-Urbana, IL
17027	St. Louis, MO-IL
17031	Chicago-Joliet-Naperville, IL
17037	Chicago-Joliet-Naperville, IL
17043	Chicago-Joliet-Naperville, IL
17053	Champaign-Urbana, IL
17063	Chicago-Joliet-Naperville, IL
17073	Davenport-Moline-Rock Island, IA-IL
17083	St. Louis, MO-IL
17089	Chicago-Joliet-Naperville, IL
17091	Kankakee-Bradley, IL
17093	Chicago-Joliet-Naperville, IL
17097	Lake County-Kenosha County, IL-WI
17111	Chicago-Joliet-Naperville, IL
17113	Bloomington-Normal, IL
17115	Decatur, IL
17117	St. Louis, MO-IL
17119	St. Louis, MO-IL
17123	Peoria, IL
17129	Springfield, IL
17131	Davenport-Moline-Rock Island, IA-IL
17133	St. Louis, MO-IL
17143	Peoria, IL
17147	Champaign-Urbana, IL
17161	Davenport-Moline-Rock Island, IA-IL
17163	St. Louis, MO-IL
17167	Springfield, IL
17175	Peoria, IL
17179	Peoria, IL
17183	Danville, IL
17197	Chicago-Joliet-Naperville, IL
17201	Rockford, IL
17203	Peoria, IL
18003	Fort Wayne, IN
18005	Columbus, IN
18007	Lafayette, IN
18011	Indianapolis-Carmel, IN
18013	Indianapolis-Carmel, IN
18015	Lafayette, IN
18019	Louisville-Jefferson County, KY-IN
18021	Terre Haute, IN
18029	Cincinnati-Middletown, OH-KY-IN
18035	Muncie, IN
18039	Elkhart-Goshen, IN
18043	Louisville-Jefferson County, KY-IN
18047	Cincinnati-Middletown, OH-KY-IN
18051	Evansville, IN-KY
18055	Bloomington, IN
18057	Indianapolis-Carmel, IN
18059	Indianapolis-Carmel, IN
18061	Louisville-Jefferson County, KY-IN
18063	Indianapolis-Carmel, IN
18067	Kokomo, IN
18073	Gary, IN
18081	Indianapolis-Carmel, IN
18089	Gary, IN
18091	Michigan City-La Porte, IN
18095	Anderson, IN
18097	Indianapolis-Carmel, IN
18105	Bloomington, IN
18109	Indianapolis-Carmel, IN
18111	Gary, IN
18115	Cincinnati-Middletown, OH-KY-IN
18119	Bloomington, IN
18127	Gary, IN
18129	Evansville, IN-KY
18133	Indianapolis-Carmel, IN
18141	South Bend-Mishawaka, IN-MI
18145	Indianapolis-Carmel, IN
18153	Terre Haute, IN
18157	Lafayette, IN
18159	Kokomo, IN
18163	Evansville, IN-KY
18165	Terre Haute, IN
18167	Terre Haute, IN
18173	Evansville, IN-KY
18175	Louisville-Jefferson County, KY-IN
18179	Fort Wayne, IN
18183	Fort Wayne, IN
19011	Cedar Rapids, IA
19013	Waterloo-Cedar Falls, IA
19017	Waterloo-Cedar Falls, IA
19049	Des Moines-West Des Moines,IA
19061	Dubuque, IA
19075	Waterloo-Cedar Falls, IA
19077	Des Moines-West Des Moines,IA
19085	Omaha-Council Bluffs, NE-IA
19103	Iowa City, IA
19105	Cedar Rapids, IA
19113	Cedar Rapids, IA
19121	Des Moines-West Des Moines,IA
19129	Omaha-Council Bluffs, NE-IA
19153	Des Moines-West Des Moines,IA
19155	Omaha-Council Bluffs, NE-IA
19163	Davenport-Moline-Rock Island, IA-IL
19169	Ames, IA
19181	Des Moines-West Des Moines,IA
19183	Iowa City, IA
19193	Sioux City, IA-NE-SD
20015	Wichita, KS
20043	St. Joseph, MO-KS
20045	Lawrence, KS
20059	Kansas City, MO-KS
20061	Mahattan, KS
20079	Wichita, KS
20085	Topeka, KS
20087	Topeka, KS
20091	Kansas City, MO-KS
20103	Kansas City, MO-KS
20107	Kansas City, MO-KS
20121	Kansas City, MO-KS
20139	Topeka, KS
20149	Mahattan, KS
20161	Mahattan, KS
20173	Wichita, KS
20177	Topeka, KS
20191	Wichita, KS
20197	Topeka, KS
20209	Kansas City, MO-KS
21015	Cincinnati-Middletown, OH-KY-IN
21017	Lexington-Fayette, KY
21019	Huntington-Ashland, WV-KY-OH
21023	Cincinnati-Middletown, OH-KY-IN
21029	Louisville-Jefferson County, KY-IN
21037	Cincinnati-Middletown, OH-KY-IN
21047	Clarksville, TN-KY
21049	Lexington-Fayette, KY
21059	Owensboro, KY
21061	Bowling Green, KY
21067	Lexington-Fayette, KY
21077	Cincinnati-Middletown, OH-KY-IN
21081	Cincinnati-Middletown, OH-KY-IN
21089	Huntington-Ashland, WV-KY-OH
21091	Owensboro, KY
21093	Elizabethtown, KY
21101	Evansville, IN-KY
21103	Louisville-Jefferson County, KY-IN
21111	Louisville-Jefferson County, KY-IN
21113	Lexington-Fayette, KY
21117	Cincinnati-Middletown, OH-KY-IN
21123	Elizabethtown, KY
21149	Owensboro, KY
21163	Louisville-Jefferson County, KY-IN
21179	Louisville-Jefferson County, KY-IN
21185	Louisville-Jefferson County, KY-IN
21191	Cincinnati-Middletown, OH-KY-IN
21209	Lexington-Fayette, KY
21211	Louisville-Jefferson County, KY-IN
21215	Louisville-Jefferson County, KY-IN
21221	Clarksville, TN-KY
21223	Louisville-Jefferson County, KY-IN
21227	Bowling Green, KY
21233	Evansville, IN-KY
21239	Lexington-Fayette, KY
22005	Baton Rouge, LA
22015	Shreveport-Bossier City, LA
22017	Shreveport-Bossier City, LA
22019	Lake Charles, LA
22023	Lake Charles, LA
22031	Shreveport-Bossier City, LA
22033	Baton Rouge, LA
22037	Baton Rouge, LA
22043	Alexandria, LA
22047	Baton Rouge, LA
22051	New Orleans-Metairie-Kenner, LA
22055	Lafayette, LA
22057	Houma-Bayou Cane-Thibodaux, LA
22063	Baton Rouge, LA
22071	New Orleans-Metairie-Kenner, LA
22073	Monroe, LA
22075	New Orleans-Metairie-Kenner, LA
22077	Baton Rouge, LA
22079	Alexandria, LA
22087	New Orleans-Metairie-Kenner, LA
22089	New Orleans-Metairie-Kenner, LA
22091	Baton Rouge, LA
22095	New Orleans-Metairie-Kenner, LA
22099	Lafayette, LA
22103	New Orleans-Metairie-Kenner, LA
22109	Houma-Bayou Cane-Thibodaux, LA
22111	Monroe, LA
22121	Baton Rouge, LA
22125	Baton Rouge, LA
23001	Lewiston-Auburn, ME
23005	Portland-South Portland-Biddeford, ME
23019	Bangor, ME
23023	Portland-South Portland-Biddeford, ME
23031	Portland-South Portland-Biddeford, ME
24001	Cumberland, MD-WV
24003	Baltimore-Towson, MD
24005	Baltimore-Towson, MD
24009	Washington-Arlington-Alexandria DC-VA
24013	Baltimore-Towson, MD
24015	Wilmington, DE-MD-NJ
24017	Washington-Arlington-Alexandria DC-VA
24021	Bethesda-Rockville-Frederick, MD
24025	Baltimore-Towson, MD
24027	Baltimore-Towson, MD
24031	Bethesda-Rockville-Frederick, MD
24033	Washington-Arlington-Alexandria DC-VA
24035	Baltimore-Towson, MD
24039	Salisbury, MD
24043	Hagerstown-Martinsburg, MD-WV
24045	Salisbury, MD
24510	Baltimore-Towson, MD
25001	Barnstable Town, MA
25003	Pittsfield, MA
25005	Providence-New Bedford-Fall River, RI-M
25009	Peabody, MA
25011	Springfield, MA
25013	Springfield, MA
25015	Springfield, MA
25017	Cambridge-Newton-Framingham, MA
25021	Boston-Quincy, MA
25023	Boston-Quincy, MA
25025	Boston-Quincy, MA
25027	Worcester, MA
26015	Grand Rapids-Wyoming, MI
26017	Bay City, MI
26021	Niles-Benton Harbor, MI
26025	Battle Creek, MI
26027	South Bend-Mishawaka, IN-MI
26037	Lansing-East Lansing, MI
26045	Lansing-East Lansing, MI
26049	Flint, MI
26065	Lansing-East Lansing, MI
26067	Grand Rapids-Wyoming, MI
26075	Jackson, MI
26077	Kalamazoo-Portage, MI
26081	Grand Rapids-Wyoming, MI
26087	Warren-Troy-Farmington-Hills, MI
26093	Warren-Troy-Farmington-Hills, MI
26099	Warren-Troy-Farmington-Hills, MI
26115	Monroe, MI
26121	Muskegon-Norton Shores, MI
26123	Grand Rapids-Wyoming, MI
26125	Warren-Troy-Farmington-Hills, MI
26139	Holland-Grand Haven, MI
26145	Saginaw-Saginaw Township North, MI
26147	Warren-Troy-Farmington-Hills, MI
26159	Kalamazoo-Portage, MI
26161	Ann Arbor, MI
26163	Detroit-Livonia-Dearborn, MI
27003	Minneapolis-St. Paul-Bloomington, MN-WI
27009	St. Cloud, MN
27013	Mankato-North Mankato, MN
27017	Duluth, MN-WI
27019	Minneapolis-St. Paul-Bloomington, MN-WI
27025	Minneapolis-St. Paul-Bloomington, MN-WI
27027	Fargo, ND-MN
27037	Minneapolis-St. Paul-Bloomington, MN-WI
27039	Rochester, MN
27053	Minneapolis-St. Paul-Bloomington, MN-WI
27055	La Crosse, WI-MN
27059	Minneapolis-St. Paul-Bloomington, MN-WI
27103	Mankato-North Mankato, MN
27109	Rochester, MN
27119	Grand Forks, ND-MN
27123	Minneapolis-St. Paul-Bloomington, MN-WI
27137	Duluth, MN-WI
27139	Minneapolis-St. Paul-Bloomington, MN-WI
27141	Minneapolis-St. Paul-Bloomington, MN-WI
27145	St. Cloud, MN
27157	Rochester, MN
27163	Minneapolis-St. Paul-Bloomington, MN-WI
27171	Minneapolis-St. Paul-Bloomington, MN-WI
28029	Jackson, MS
28033	Memphis, TN-MS-AR
28035	Hattiesburg, MS
28039	Pascagoula, MS
28045	Gulfport-Biloxi, MS
28047	Gulfport-Biloxi, MS
28049	Jackson, MS
28059	Pascagoula, MS
28073	Hattiesburg, MS
28089	Jackson, MS
28093	Memphis, TN-MS-AR
28111	Hattiesburg, MS
28121	Jackson, MS
28127	Jackson, MS
28131	Gulfport-Biloxi, MS
28137	Memphis, TN-MS-AR
28143	Memphis, TN-MS-AR
29003	St. Joseph, MO-KS
29013	Kansas City, MO-KS
29017	Cape Girardeau-Jackson, MO-IL
29019	Columbia, MO
29021	St. Joseph, MO-KS
29025	Kansas City, MO-KS
29027	Jefferson City, MO
29031	Cape Girardeau-Jackson, MO-IL
29037	Kansas City, MO-KS
29043	Springfield, MO
29047	Kansas City, MO-KS
29049	Kansas City, MO-KS
29051	Jefferson City, MO
29055	St. Louis, MO-IL
29059	Springfield, MO
29063	St. Joseph, MO-KS
29071	St. Louis, MO-IL
29077	Springfield, MO
29089	Columbia, MO
29095	Kansas City, MO-KS
29097	Joplin, MO
29099	St. Louis, MO-IL
29107	Kansas City, MO-KS
29113	St. Louis, MO-IL
29119	Fayetteville-Springdale-Rogers, AR-MO
29135	Jefferson City, MO
29145	Joplin, MO
29151	Jefferson City, MO
29165	Kansas City, MO-KS
29167	Springfield, MO
29177	Kansas City, MO-KS
29183	St. Louis, MO-IL
29189	St. Louis, MO-IL
29219	St. Louis, MO-IL
29221	St. Louis, MO-IL
29225	Springfield, MO
29510	St. Louis, MO-IL
30009	Billings, MT
30013	Great Falls, MT
30063	Missoula, MT
30111	Billings, MT
31025	Omaha-Council Bluffs, NE-IA
31043	Sioux City, IA-NE-SD
31051	Sioux City, IA-NE-SD
31055	Omaha-Council Bluffs, NE-IA
31109	Lincoln, NE
31153	Omaha-Council Bluffs, NE-IA
31155	Omaha-Council Bluffs, NE-IA
31159	Lincoln, NE
31177	Omaha-Council Bluffs, NE-IA
32003	Las Vegas-Paradise, NV
32029	Reno-Sparks, NV
32031	Reno-Sparks, NV
32510	Carson City, NV
33011	Manchester-Nashua, NH
33015	Rockingham County, NH
33017	Rockingham County, NH
34001	Atlantic City-Hammonton, NJ
34003	New York-White Plains-Wayne, NY-NJ
34005	Camden, NJ
34007	Camden, NJ
34009	Ocean City, NJ
34011	Vineland-Millville-Bridgeton, NJ
34013	Newark-Union, NJ-PA
34015	Camden, NJ
34017	New York-White Plains-Wayne, NY-NJ
34019	Newark-Union, NJ-PA
34021	Trenton-Ewing, NJ
34023	Edison-New Brunswick, NJ
34025	Edison-New Brunswick, NJ
34027	Newark-Union, NJ-PA
34029	Edison-New Brunswick, NJ
34031	New York-White Plains-Wayne, NY-NJ
34033	Wilmington, DE-MD-NJ
34035	Edison-New Brunswick, NJ
34037	Newark-Union, NJ-PA
34039	Newark-Union, NJ-PA
34041	Allentown-Bethlehem-Easton, PA-NJ
35001	Albuquerque, NM
35013	Las Cruces, NM
35043	Albuquerque, NM
35045	Farmington, NM
35049	Santa Fe, NM
35057	Albuquerque, NM
35061	Albuquerque, NM
36001	Albany-Schenectady-Troy, NY
36005	New York-White Plains-Wayne, NY-NJ
36007	Binghamton, NY
36015	Elmira, NY
36027	Poughkeepsie-Newburgh-Middletown, NY
36029	Buffalo-Niagara Falls, NY
36043	U a-Rome, NY
36047	New York-White Plains-Wayne, NY-NJ
36051	Rochester, NY
36053	Syracuse, NY
36055	Rochester, NY
36059	Nassau-Suffolk, NY
36061	New York-White Plains-Wayne, NY-NJ
36063	Buffalo-Niagara Falls, NY
36065	U a-Rome, NY
36067	Syracuse, NY
36069	Rochester, NY
36071	Poughkeepsie-Newburgh-Middletown, NY
36073	Rochester, NY
36075	Syracuse, NY
36079	New York-White Plains-Wayne, NY-NJ
36081	New York-White Plains-Wayne, NY-NJ
36083	Albany-Schenectady-Troy, NY
36085	New York-White Plains-Wayne, NY-NJ
36087	New York-White Plains-Wayne, NY-NJ
36091	Albany-Schenectady-Troy, NY
36093	Albany-Schenectady-Troy, NY
36095	Albany-Schenectady-Troy, NY
36103	Nassau-Suffolk, NY
36107	Binghamton, NY
36109	Ithaca, NY
36111	Kingston, NY
36113	Glens Falls, NY
36115	Glens Falls, NY
36117	Rochester, NY
36119	New York-White Plains-Wayne, NY-NJ
37001	Burlington, NC
37003	Hickory-Lenoir-Morganton, NC
37007	Charlotte-Gastonia-Rock Hill, NC-SC
37019	Wilmington, NC
37021	Asheville, NC
37023	Hickory-Lenoir-Morganton, NC
37025	Charlotte-Gastonia-Rock Hill, NC-SC
37027	Hickory-Lenoir-Morganton, NC
37035	Hickory-Lenoir-Morganton, NC
37037	Durham-Chapel Hill, NC
37051	Fayetteville, NC
37053	Virginia Beach-Norfolk-Newport News, VA
37059	Winston-Salem, NC
37063	Durham-Chapel Hill, NC
37065	Rocky Mount, NC
37067	Winston-Salem, NC
37069	Raleigh-Cary, NC
37071	Charlotte-Gastonia-Concord, NC-SC
37079	Greenville, NC
37081	Greensboro-High Point, NC
37087	Asheville, NC
37089	Asheville, NC
37093	Fayetteville, NC
37101	Raleigh-Cary, NC
37115	Asheville, NC
37119	Charlotte-Gastonia-Concord, NC-SC
37127	Rocky Mount, NC
37129	Wilmington, NC
37133	Jacksonville, NC
37135	Durham-Chapel Hill, NC
37141	Wilmington, NC
37145	Durham-Chapel Hill, NC
37147	Greenville, NC
37151	Greensboro-High Point, NC
37157	Greensboro-High Point, NC
37167	Charlotte-Gastonia-Concord, NC-SC
37169	Winston-Salem, NC
37179	Charlotte-Gastonia-Concord, NC-SC
37183	Raleigh-Cary, NC
37191	Goldsboro, NC
37197	Winston-Salem, NC
38015	Bismarck, ND
38017	Fargo, ND-MN
38035	Grand Forks, ND-MN
38059	Bismarck, ND
39003	Lima, OH
39013	Wheeling, WV-OH
39015	Cincinnati-Middletown, OH-KY-IN
39017	Cincinnati-Middletown, OH-KY-IN
39019	Canton-Massillon, OH
39023	Springfield, OH
39025	Cincinnati-Middletown, OH-KY-IN
39035	Cleveland-Elyria-Mentor, OH
39041	Columbus, OH
39043	Sandusky, OH
39045	Columbus, OH
39049	Columbus, OH
39051	Toledo, OH
39055	Cleveland-Elyria-Mentor, OH
39057	Dayton, OH
39061	Cincinnati-Middletown, OH-KY-IN
39081	Steubenville-Weirton, WV-OH
39085	Cleveland-Elyria-Mentor, OH
39087	Huntington-Ashland, WV-KY-OH
39089	Columbus, OH
39093	Cleveland-Elyria-Mentor, OH
39095	Toledo, OH
39097	Columbus, OH
39099	Youngstown-Warren-Boardman, OH-PA
39103	Cleveland-Elyria-Mentor, OH
39109	Dayton, OH
39113	Dayton, OH
39117	Columbus, OH
39123	Toledo, OH
39129	Columbus, OH
39133	Akron, OH
39135	Dayton, OH
39139	Mansfield, OH
39151	Canton-Massillon, OH
39153	Akron, OH
39155	Youngstown-Warren-Boardman, OH-PA
39159	Columbus, OH
39165	Cincinnati-Middletown, OH-KY-IN
39167	Parkersburg-Marietta-Vienna, WV-OH
39173	Toledo, OH
40017	Oklahoma City, OK
40027	Oklahoma City, OK
40031	Lawton, OK
40037	Tulsa, OK
40051	Oklahoma City, OK
40079	Fort Smith, AR-OK
40081	Oklahoma City, OK
40083	Oklahoma City, OK
40087	Oklahoma City, OK
40109	Oklahoma City, OK
40111	Tulsa, OK
40113	Tulsa, OK
40117	Tulsa, OK
40131	Tulsa, OK
40135	Fort Smith, AR-OK
40143	Tulsa, OK
40145	Tulsa, OK
41003	Corvallis, OR
41005	Portland-Vancouver-Hillsboro, OR-WA
41009	Portland-Vancouver-Hillsboro, OR-WA
41017	Bend, OR
41029	Medford, OR
41039	Eugene-Springfield, OR
41047	Salem, OR
41051	Portland-Vancouver-Hillsboro, OR-WA
41053	Salem, OR
41067	Portland-Vancouver-Hillsboro, OR-WA
41071	Portland-Vancouver-Hillsboro, OR-WA
42003	Pittsburgh, PA
42005	Pittsburgh, PA
42007	Pittsburgh, PA
42011	Reading, PA
42013	Altoona, PA
42017	Philadelphia, PA
42019	Pittsburgh, PA
42021	Johnstown, PA
42025	Allentown-Bethlehem-Easton, PA-NJ
42027	State College, PA
42029	Philadelphia, PA
42041	Harrisburg-Carlisle, PA
42043	Harrisburg-Carlisle, PA
42045	Philadelphia, PA
42049	Erie, PA
42051	Pittsburgh, PA
42069	Scranton--Wilkes-Barre, PA
42071	Lancaster, PA
42075	Lebanon, PA
42077	Allentown-Bethlehem-Easton, PA-NJ
42079	Scranton--Wilkes-Barre, PA
42081	Williamsport, PA
42085	Youngstown-Warren-Boardman, OH-PA
42091	Philadelphia, PA
42095	Allentown-Bethlehem-Easton, PA-NJ
42099	Harrisburg-Carlisle, PA
42101	Philadelphia, PA
42103	Newark-Union, NJ-PA
42125	Pittsburgh, PA
42129	Pittsburgh, PA
42131	Scranton--Wilkes-Barre, PA
42133	York-Hanover, PA
44001	Providence-New Bedford-Fall River, RI-M
44003	Providence-New Bedford-Fall River, RI-M
44005	Providence-New Bedford-Fall River, RI-M
44007	Providence-New Bedford-Fall River, RI-M
44009	Providence-New Bedford-Fall River, RI-M
45003	Augusta-Richmond County, GA-SC
45007	Anderson, SC
45015	Charleston-North Charleston-Summerville, SC
45017	Columbia, SC
45019	Charleston-North Charleston-Summerville, SC
45031	Florence, SC
45035	Charleston-North Charleston-Summerville, SC
45037	Augusta-Richmond County, GA-SC
45039	Columbia, SC
45041	Florence, SC
45045	Greenville-Mauldin-Easley, SC
45051	Myrtle Beach-North Myrtle Beach-Conway
45055	Columbia, SC
45059	Greenville-Mauldin-Easley, SC
45063	Columbia, SC
45077	Greenville-Mauldin-Easley, SC
45079	Columbia, SC
45081	Columbia, SC
45083	Spartanburg, SC
45085	Sumter, SC
45091	Charlotte-Gastonia-Concord, NC-SC
46083	Sioux Falls, SD
46087	Sioux Falls, SD
46093	Rapid City, SD
46099	Sioux Falls, SD
46103	Rapid City, SD
46125	Sioux Falls, SD
46127	Sioux City, IA-NE-SD
47001	Knoxville, TN
47009	Knoxville, TN
47011	Cleveland, TN
47015	Nashville-Davidson-Murfreesboro-Franklin, TN
47019	Johnson City, TN
